STATIONID,STREAM_NAME,LAT,LONG,HUC8,HUC8NAME,HUC10,HUC12,HUC_12_Name,COUNTY,YEAR,MONTH,DAY,METHOD,METHOD_DES,SmallFrees,LargeFrees,Richness,richEPT,richEPTptv,richTcadd,richEmay,PTVbeck3,PTVbeck4,HILSindex,SHANdivers,PTVpct03,PTVpct710,INST_COVER,EPI_SUB,EMBEDDED,VELO_DEPTH,CHAN_ALT,SED_DEP,FREQ_RIFF,CHAN_FLOW,COND_BANKS,BANK_VEG,GRAZING,RIP_VEG_ZO,HAB_TOTAL,AREAsqmi,Standardization,Regular_IBI,SPEAR_IBI,IBI_Adjusted_Abundance_,R_IBI_Total_Taxa_Richness,R_IBI_EPT_Taxa_Richness,R_IBI_Beck's_Index,R_IBI_Hilsenhoff_Biotic_Index,R_IBI_Shannon_Diversity_Index,R_IBI_Percent_Sensitive_Individuals,R_IBI_Total_Individuals_Sampled,S_IBI_Total_Taxa_Richness,S_IBI_EPT_Taxa_Richness,S_IBI_Beck's_Index,S_IBI_Hilsenhoff_Biotic_Index,S_IBI_Shannon_Diversity_Index,S_IBI_Percent_Sensitive_Individuals,S_IBI_Total_Individuals_Sampled,A_IBI_Total_Taxa_Richness,A_IBI_EPT_Taxa_Richness,A_IBI_Beck's_Index,A_IBI_Hilsenhoff_Biotic_Index,A_IBI_Shannon_Diversity_Index,A_IBI_Percent_Sensitive_Individuals,A_IBI_Total_Individuals_Sampled,LC_Sites,Urban,Forested,Agriculture,OpenWaterWetland_,NA
20210305-0950-drebuck,Elk_Creek,40.94998996,-77.3979832,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,5,Freestone,"6-Dframe_Composite,_200_subsample",57.768,NA,25,14,11,4,9,10,17,4.38,2.08,37.7,0.5,18,16,13,19,14,13,14,18,12,10,10,10,167,17.5,<25_standardizations,57.57790537,40.64747674,46.91210985,25,11,10,4.470588235,2.077801593,37.74509804,204,18,3,3,2.064676617,1.804627419,3.980099502,201,18,8,6,4.751243781,1.804627419,34.82587065,201,20210305-0950-drebuck_Watershed,3.415492262,79.74620995,15.37366829,1.464629494,NA
20210305-1230-drebuck,Elk_Creek,40.96128339,-77.3659602,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,5,Freestone,"6-Dframe_Composite,_200_subsample",59.015,NA,29,14,12,4,9,10,19,4.65,2.2,28.6,1.5,19,15,14,15,15,13,14,19,4,8,7,1,144,13.1,<25_standardizations,58.93250118,40.34469195,44.83420108,29,12,10,4.689655172,2.200804864,28.57142857,203,19,3,3,2.425,1.843166977,2.5,200,19,8,3,4.87,1.843166977,28.5,200,20210305-1230-drebuck_Watershed,3.493621712,83.48732217,11.200063,1.818993123,NA
20210308-1125-drebuck,Unnamed__Tributary_to_Elk_Creek,40.93292084,-77.4366163,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,8,Freestone,"6-Dframe_Composite,_200_subsample",92.0156,NA,30,21,19,5,9,34,34,2.26,2.53,74.2,0.5,15,16,18,14,16,17,19,15,18,17,16,13,194,0.5,<25_standardizations,91.91426592,64.22180851,73.54881946,30,19,34,2.299539171,2.526798827,74.19354839,217,24,10,15,1.013824885,2.419791668,21.19815668,217,24,14,20,3.00921659,2.419791668,60.36866359,217,20210308-1125-drebuck_Watershed,0.082236842,99.91776316,0,0,NA
20210308-1410-drebuck,Unnamed__Tributary_to_Elk_Creek,40.92785607,-77.4512824,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,8,Freestone,"6-Dframe_Composite,_200_subsample",80.224,NA,25,16,14,3,7,28,26,2.49,2.32,71.4,1.9,15,17,16,14,14,15,17,15,17,15,13,14,182,0.6,<25_standardizations,80.12042668,55.41131253,64.45281875,25,14,28,2.533980583,2.319126886,71.3592233,206,22,6,12,1.165048544,2.285619761,11.65048544,206,22,11,16,3.480582524,2.285619761,50.48543689,206,20210308-1410-drebuck_Watershed,0.069396253,99.79181124,0.138792505,0,NA
20210309-1025-ablascovic,Unnamed__Tributary_to_New_Creek,40.48565485,-78.2992476,02050302,Upper_Juniata,0205030203,020503020301,Canoe_Creek,Blair,2021,3,9,Freestone,"6-Dframe_Composite,_200_subsample",54.4395,NA,19,11,7,6,3,6,14,3.21,1.9,56,0.5,12,14,12,14,16,9,15,15,10,14,16,15,162,1,<25_standardizations,43.36468839,48.83553328,38.80930914,19,7,6,3.207253886,0,55.95854922,193,18,6,3,0.388601036,1.845801675,13.47150259,193,18,8,2,5.310880829,1.845801675,7.25388601,193,20210309-1025-ablascovic_Waters,8.815132049,58.06566738,33.11920057,0,NA
20210309-1045-ablascovic,Unnamed__Tributary_to_New_Creek,40.48609257,-78.29889204,02050302,Upper_Juniata,0205030203,020503020301,Canoe_Creek,Blair,2021,3,9,Freestone,"6-Dframe_Composite,_200_subsample",24.0493,NA,9,1,1,0,0,2,5,5.47,1.12,9.7,5.6,6,12,3,13,7,4,14,15,12,14,14,11,125,1,<25_standardizations,17.53799779,25.59890541,20.16748635,9,1,2,5.466666667,0,9.743589744,195,8,1,0,3.358974359,1.102805854,3.076923077,195,8,1,1,5.969230769,1.102805854,0.512820513,195,20210309-1045-ablascovic_Waters,25.13904338,57.95328142,16.64812755,0.259547646,NA
20210309-1130-ablascovic,New_Creek,40.47202048,-78.3081171,02050302,Upper_Juniata,0205030203,020503020301,Canoe_Creek,Blair,2021,3,9,Freestone,"6-Dframe_Composite,_200_subsample",61.0995,NA,23,13,10,3,6,6,16,3.33,2.27,56.5,0.5,14,13,11,15,19,8,15,17,5,15,20,20,172,3.7,<25_standardizations,47.48055573,54.01860387,45.77590014,22,10,6,3.297674419,0,56.74418605,215,17,6,9,0.139534884,2.077248737,19.53488372,215,17,10,4,4.790697674,2.077248737,19.53488372,215,20210309-1130-ablascovic_Waters,5.405121746,69.41645676,25.17842149,0,NA
20210309-1220-tdaley,Griscom_Creek,41.19477133,-75.27220006,2040104,Middle_Delaware,0204010409,020401040901,Upper_Broadhead_Creek,Monroe,2021,3,9,Freestone,"6-Dframe_Composite,_200_subsample",84.4653,NA,26,21,17,5,11,35,32,2.71,2.04,72,0,17,18,16,16,20,14,19,14,14,18,19,19,204,2.1,<25_standardizations,72.56312166,51.16852328,53.52992789,26,17,35,2.714975845,0,71.98067633,207,19,7,12,1.25,1.854390076,7,200,19,11,17,4.555,1.854390076,24.5,200,20210309-1220-tdaley_Watershed_,25.13904338,57.95328142,16.64812755,0.259547646,NA
20210309-1340-tdaley,Griscom_Creek,41.20629138,-75.282108,02040104,Middle_Delaware,0204010409,020401040901,Upper_Broadhead_Creek,Monroe,2021,3,9,Freestone,"6-Dframe_Composite,_200_subsample",87.2643,NA,23,19,16,3,8,38,31,1.91,2.23,77.7,0,16,18,16,12,20,14,19,13,16,15,16,16,191,1.7,<25_standardizations,74.26423697,53.74067337,68.10511839,23,16,38,1.914691943,0,77.72511848,211,18,7,12,0.995260664,2.160587562,10.90047393,211,18,11,20,2.696682464,2.160587562,65.87677725,211,20210309-1340-taley_Watershed_L,1.580939657,95.21264752,3.206412826,0,NA
20210310-0287-WQN,Unnamed__Tributary_to_Lick_Run,40.99917747,-77.64722174,02050204,Bald_Eagle,0205020404,020502040405,Lick_Run-Bald_Eagle_Creek,Centre,2021,3,10,Freestone,"6-Dframe_Composite,_200_subsample",78.8318,NA,20,14,14,3,8,26,27,1.25,2.01,88.8,0,13,19,14,16,15,11,19,8,14,19,20,20,188,1,<25_standardizations,69.29381068,48.1082748,63.26909084,20,14,26,1.247572816,0,88.83495146,206,16,5,6,0.266990291,1.936403596,8.737864078,206,16,10,13,2.155339806,1.936403596,67.47572816,206,20210310-0287-WQN_WatershedLand,0,100,0,0,NA
20210310-0745-mshank,Lick_Run,41.01880976,-77.65168428,02050204,Bald_Eagle,0205020404,020502040405,Lick_Run-Bald_Eagle_Creek,Centre,2021,3,10,Limestone,"Limestone:_2-Dframe_Composite,_300_subsample",NA,NA,16,7,5,3,3,10,13,4.48,2.01,20,1,16,18,12,18,14,12,19,18,16,17,19,20,199,11.5,<25_standardizations,32.13957359,43.20301487,37.99576824,16,5,10,4.480952381,0,20,210,14,3,3,1.442307692,1.935529809,16.82692308,208,14,5,6,5.100961538,1.935529809,12.98076923,208,20210310-0745-mshank_Watershed_,8.683769726,59.73140557,31.49078727,0.094037439,NA
20210310-0918-mshank,Unnamed__Tributary_to_Lick_Run,41.00522567,-77.64168121,02050204,Bald_Eagle,0205020404,020502040405,Lick_Run-Bald_Eagle_Creek,Centre,2021,3,10,Freestone,"6-Dframe_Composite,_200_subsample",91.1923,NA,26,20,17,6,7,40,33,1.44,2.28,83.8,0.5,18,19,17,18,17,16,20,18,17,17,18,18,213,1,<25_standardizations,79.70972714,61.45026652,80.51875733,26,17,40,1.441176471,0,83.82352941,204,24,9,12,0.196078431,2.218687721,15.68627451,204,24,15,27,1.901960784,2.218687721,70.09803922,204,20210310-0918-mshank_Watershed_,0,99.75378122,0.246218783,0,NA
20210310-1100-drebuck,Unnamed__Tributary_to_Elk_Creek,40.97216794,-77.33577433,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,10,Freestone,"6-Dframe_Composite,_200_subsample",49.4701,NA,22,8,6,3,3,12,14,4.52,1.95,26.4,14.2,14,16,14,13,14,12,17,15,9,6,1,1,132,0.6,<25_standardizations,47.13578062,39.8500428,42.40860118,21,6,12,5.350253807,1.929045281,26.39593909,197,17,3,6,2.443820225,1.74003732,1.685393258,178,17,6,7,5.280898876,1.74003732,28.65168539,178,20210310-1100-drebuck_Watershed,4.115755627,76.52733119,19.35691318,0,NA
20210310-1300-drebuck,Unnamed__Tributary_to_Elk_Creek,40.96817131,-77.34634819,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,10,Freestone,"6-Dframe_Composite,_200_subsample",48.4501,NA,13,6,6,1,2,7,10,3.81,1.52,60.7,4.4,11,15,13,12,14,10,16,13,11,10,9,4,138,0.6,<25_standardizations,48.4511834,40.10983844,34.14260705,13,6,7,3.805825243,1.519402713,60.67961165,206,12,4,6,1.553398058,1.383276571,12.62135922,206,12,6,6,5.54368932,1.383276571,15.04854369,206,20210310-1300-drebuck_Watershed,0.425170068,69.21768707,30.35714286,0,NA
20210310-1515-drebuck,Unnamed__Tributary_to_Elk_Creek,40.95080849,-77.46504486,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,10,Freestone,"6-Dframe_Composite,_200_subsample",73.0671,NA,24,15,14,4,6,25,27,3.2,2.22,54.7,1.5,17,18,17,18,19,17,18,19,19,20,19,20,221,0.8,<25_standardizations,60.4348321,52.10281235,59.09227286,24,14,25,3.2039801,0.052769203,54.72636816,201,21,7,9,1.791044776,2.107599006,11.44278607,201,21,10,13,3.771144279,2.107599006,45.27363184,201,20210310-1515-drebuck_Watershed,0,100,0,0,NA
20210311-1040-drebuck,Elk_Creek,40.93138125,-77.46320373,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,11,Freestone,"6-Dframe_Composite,_200_subsample",26.0396,30.6496,14,5,5,1,4,6,9,6.22,0.64,2.3,9.2,17,17,14,19,17,14,16,19,14,14,13,9,183,30.5,<25_standardizations,21.60147512,20.97123489,19.22227213,13,4,5,6.258064516,0.219738717,1.843317972,217,10,1,0,4.325581395,0.56463886,0.465116279,215,10,3,1,6.288372093,0.56463886,0.930232558,215,20210311-1040-drebuck_Watershed,4.12361708,68.88429185,26.09376429,0.898326781,NA
20210311-1045-tdaley,Koenigs_Creek,40.68228531,-75.99728267,02040203,Schuylkill,0204020301,020402030103,Lower_Little_Schuylkill_River,Schuylkill,2021,3,11,Freestone,"6-Dframe_Composite,_200_subsample",43.4806,NA,19,11,8,4,3,10,15,5.56,1.94,10.4,7.9,16,15,16,16,15,14,19,19,15,15,15,15,190,3.3,<25_standardizations,32.16555408,43.14766794,40.14491442,19,8,10,5.564356436,0,10.3960396,202,15,5,6,2.45049505,1.885722504,10.3960396,202,15,7,8,5.524752475,1.885722504,13.86138614,202,20210311-1045-tdaley_Watershed_,15.63064499,67.54861332,16.22569334,0.595048348,NA
20210311-1225-tdaley,Unnamed__Tributary_to_Little_Schuylkill_River,40.73702421,-75.94554839,02040203,Schuylkill,0204020301,020402030102,Upper_Little_Schuylkill_River,Schuylkill,2021,3,11,Freestone,"6-Dframe_Composite,_200_subsample",87.3936,NA,42,28,21,10,11,30,35,3.38,2.88,53.9,2.4,16,16,15,15,15,10,16,20,13,10,7,5,158,1.3,<25_standardizations,77.01639747,67.02979331,73.64929185,42,21,30,3.383495146,0,53.88349515,206,29,12,15,1.200980392,2.419812493,15.68627451,204,29,16,19,3.740196078,2.419812493,49.01960784,204,20210311-1225-tdaley_Watershed_,6.868686869,61.26984127,31.8037518,0.057720058,NA
20210311-1305-drebuck,Elk_Creek,40.94004764,-77.43648412,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,11,Freestone,"6-Dframe_Composite,_200_subsample",15.6415,NA,6,1,1,0,1,1,2,6.49,0.67,0.9,16.5,14,17,12,16,16,11,14,16,10,4,2,2,134,24.3,<25_standardizations,11.39534518,18.1995482,13.70192693,6,1,1,6.660377358,0,0.943396226,212,5,0,0,4.038461538,0.587366352,0,208,5,1,0,6.653846154,0.587366352,0,208,20210311-1305-drebuck_Watershed,3.463996591,72.80926005,22.65445249,1.072290868,NA
20210311-1315-tdaley,Unnamed__Tributary_to_Little_Schuylkill_River,40.73637765,-75.94599096,02040203,Schuylkill,0204020301,020402030102,Upper_Little_Schuylkill_River,Schuylkill,2021,3,11,Freestone,"6-Dframe_Composite,_200_subsample",43.1908,NA,19,10,7,3,5,12,14,5.27,1.48,19.5,2.5,15,17,16,11,15,14,18,19,18,13,9,8,173,0.9,<25_standardizations,34.56613187,35.43396978,36.43405131,19,7,12,5.27,0,19.5,200,17,2,6,3.25,1.440263573,1,200,17,6,5,5.505,1.440263573,14,200,20210311-1315-tdaley_Watershed_,8.833333333,72.41666667,18.75,0,NA
20210315-1005-drebuck,Elk_Creek,40.94793008,-77.41137271,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,15,Freestone,"6-Dframe_Composite,_200_subsample",46.5133,NA,15,9,9,1,7,5,11,4.23,1.65,37.4,2.3,18,16,13,16,15,16,15,19,13,4,3,4,152,21.1,<25_standardizations,35.27568437,34.71378514,35.9768273,15,8,4,4.242990654,0,35.98130841,214,11,2,3,2.159624413,1.505220654,6.103286385,213,11,6,2,4.976525822,1.505220654,26.29107981,213,20210315-1005-drebuck_Watershed,3.391318754,77.19516236,18.17428761,1.239231279,NA
20210315-1100-smeans,Bear_Creek,41.93225963,-77.15396366,02050104,Tioga,0205010409,020501040907,Middle_Tioga_River,Tioga,2021,3,15,Freestone,"6-Dframe_Composite,_200_subsample",77.4123,NA,17,14,13,6,4,31,25,2.03,1.85,85.8,1.7,11,13,16,13,12,15,18,10,12,11,17,13,161,3.5,<25_standardizations,67.283057,50.65362283,57.59267629,17,13,31,2.034090909,0.069406904,85.79545455,176,16,7,9,0.596590909,1.816012616,13.06818182,176,16,12,21,4.096590909,1.816012616,35.79545455,176,20210315-1100-smeans_Watershed_,4.656124498,86.18222892,8.396084337,0.765562249,NA
20210315-1220-drebuck,Elk_Creek,40.92124647,-77.48011771,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,15,Freestone,"6-Dframe_Composite,_200_subsample",58.1278,68.9306,22,10,8,3,5,14,17,3.85,2.23,41.7,11.9,17,18,14,19,19,14,16,19,16,18,19,19,208,30.8,<25_standardizations,45.14390842,50.06745393,46.262161,22,8,14,3.848623853,0,41.74311927,218,17,4,6,0.925925926,2.065430518,23.61111111,216,17,7,3,4.439814815,2.065430518,34.25925926,216,20210315-1220-drebuck_Watershed,4.159774688,68.62510617,26.31767178,0.89744736,NA
20210315-1440-drebuck,Elk_Creek,40.90794635,-77.47701353,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,15,Freestone,"6-Dframe_Composite,_200_subsample",57.639,68.2641,22,14,11,4,8,14,20,4.41,2.2,32.6,2.8,16,20,14,17,15,15,19,19,17,17,15,11,195,42.9,<25_standardizations,44.8020589,42.51480579,46.04765712,22,11,14,4.413953488,0,32.55813953,215,17,4,3,2.099056604,1.968559131,7.075471698,212,17,8,7,4.797169811,1.968559131,26.41509434,212,20210315-1440-drebuck_Watershed,4.581790911,66.01193515,28.76085014,0.645423794,NA
20210317-1000-drebuck,Elk_Creek,40.89456131,-77.47689876,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,17,Freestone,"6-Dframe_Composite,_200_subsample",59.0033,69.7941,26,13,10,5,7,16,20,4.72,2.41,26.3,4.2,18,19,15,19,16,16,18,19,17,15,15,11,198,46.2,<25_standardizations,44.96067898,44.70721916,48.38459903,26,10,16,4.718309859,0,26.29107981,213,21,4,0,1.933962264,2.16567938,7.075471698,212,21,8,10,5.117924528,2.16567938,18.86792453,212,20210317-1000-drebuck_Watershed,4.417960214,67.885492,27.0852577,0.611290092,NA
20210317-1100-smeans,Wise_Run,41.16502449,-78.55478756,2050202,Sinnemahoning,0205020203,020502020303,Laurel_Run,Clearfield,2021,3,17,Freestone,"6-Dframe_Composite,_200_subsample",65.8278,NA,27,12,9,4,5,15,22,3.74,2.41,54.8,11.1,10,9,15,10,20,10,14,20,15,15,20,20,178,0.5,<25_standardizations,65.86622984,52.21560324,47.72475637,27,9,15,3.737327189,2.414343295,54.83870968,217,19,6,9,0.671296296,2.09849805,10.18518519,216,19,10,9,4.652777778,2.09849805,11.11111111,216,20210317-1100-smeans_Watershed_,1.188455008,97.79286927,0,1.018675722,NA
20210317-1230-drebuck,Elk_Creek,40.88152027,-77.46430515,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,17,Freestone,"6-Dframe_Composite,_200_subsample",NA,60.1023,20,11,8,4,6,13,16,4.93,2.1,27.1,18.1,15,16,14,17,15,14,16,18,15,15,16,16,187,56.1,>50_std,60.08925795,46.1463677,49.53642057,20,8,13,4.929648241,2.096112075,27.13567839,199,17,3,3,2.040816327,1.995651912,3.571428571,196,17,7,7,5.382653061,1.995651912,20.40816327,196,20210317-1230-drebuck_Watershed,5.91874996,63.12586782,30.42749371,0.52788851,NA
20210319-1015-drebuck,Unnamed__Tributary_to_Elk_Creek,40.94307192,-77.48551388,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,19,Freestone,"6-Dframe_Composite,_200_subsample",76.1618,NA,23,16,15,4,7,26,27,2.98,2.25,63.1,0,15,16,16,15,17,16,18,16,18,18,18,17,200,0.9,<25_standardizations,63.05654961,53.32222876,63.61010026,23,15,26,2.97979798,0,63.13131313,198,20,7,9,1.565656566,2.198507926,15.15151515,198,20,13,20,3.843434343,2.198507926,39.8989899,198,20210319-1015-drebuck_Watershed,0.112485939,99.88751406,0,0,NA
20210319-1220-drebuck,Unnamed__Tributary_to_Elk_Creek,40.93704291,-77.52340012,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,19,Freestone,"6-Dframe_Composite,_200_subsample",74.505,NA,24,14,11,4,8,20,22,2.53,2.51,70.9,0.9,17,18,17,18,15,14,19,16,17,17,16,16,200,1,<25_standardizations,59.87526815,49.64960185,58.42394077,24,11,20,2.530516432,0,70.89201878,213,18,5,3,0.70754717,2.36918889,9.905660377,212,18,10,13,3.603773585,2.36918889,40.09433962,212,20210319-1220-drebuck_Watershed,6.282513005,93.71748699,0,0,NA
20210319-1400-drebuck,Unnamed__Tributary_to_Elk_Creek,40.92779341,-77.5467178,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,19,Freestone,"6-Dframe_Composite,_200_subsample",92.0351,NA,31,20,18,5,10,35,34,2.51,2.6,74.5,2,17,18,14,17,16,13,19,15,18,17,16,12,192,0.8,<25_standardizations,76.79538768,61.94545574,73.96381291,31,18,35,2.553921569,0,74.50980392,204,24,8,12,0.935960591,2.462398624,23.15270936,203,24,13,21,3.019704433,2.462398624,63.54679803,203,20210319-1400-drebuck_Watershed,3.730846103,96.2691539,0,0,NA
20210322-1045-drebuck,Unnamed__Tributary_to_Elk_Creek,40.91066587,-77.47569058,2050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,22,Freestone,"6-Dframe_Composite,_200_subsample",83.101,NA,25,18,15,5,7,33,30,2.7,2.52,66.7,1,15,19,19,16,18,18,19,14,19,18,18,17,210,0.6,<25_standardizations,68.41536807,54.77418093,64.17509878,25,15,33,2.696969697,0,66.66666667,198,22,8,12,1.212121212,1.841715251,13.13131313,198,22,12,18,3.818181818,2.482651709,37.87878788,198,20210322-1045-drebuck_Watershed,0.114285714,99.88571429,0,0,NA
20210322-1240-drebuck,Phillips_Creek,40.90908561,-77.48004095,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,22,Freestone,"6-Dframe_Composite,_200_subsample",89.3791,NA,31,20,18,4,10,37,35,2.93,2.46,65.1,1,17,20,19,18,15,18,20,17,15,17,17,14,207,1.8,<25_standardizations,75.03197108,58.1134438,59.71602841,31,18,37,2.933014354,0,65.07177033,209,23,8,12,1.076555024,2.303650347,12.44019139,209,23,12,16,4.373205742,2.303650347,28.22966507,209,20210322-1240-drebuck_Watershed,0.096043027,99.84633116,0.057625816,0,NA
20210322-1430-drebuck,Unnamed__Tributary_to_Elk_Creek,40.90823997,-77.483573,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,22,Freestone,"6-Dframe_Composite,_200_subsample",91.9555,NA,28,19,17,5,8,36,32,2.13,2.73,76.2,1,15,18,17,15,16,15,18,14,16,17,17,14,192,0.7,<25_standardizations,76.0472601,63.56348898,72.67383987,28,17,36,2.128571429,0,76.19047619,210,23,9,15,0.454545455,2.61082132,13.39712919,209,23,14,23,3.215311005,2.61082132,48.32535885,209,20210322-1430-drebuck_Watershed,0.407925408,99.59207459,0,0,NA
20210323-0900-jagrassi,Rays_Run,41.01660073,-79.77096657,05010006,Middle_Allegheny-Redbank,0501000601,050100060102,South_Branch_Bear_Creek,Butler,2021,3,23,Freestone,"6-Dframe_Composite,_200_subsample",71.518,NA,24,16,13,5,4,12,21,3.2,2.44,73.7,0,11,10,10,15,13,15,13,15,10,13,12,13,150,0.6,<25_standardizations,68.37312601,65.3738168,78.81042527,22,13,27,1.652849741,0,85.49222798,193,20,8,15,0.340314136,2.504722434,36.64921466,191,20,13,21,1.638743455,2.504722434,82.72251309,191,20210323-0900-jagrassi_Watershe,8.082497213,59.81047938,31.99554069,0.11148272,NA
20210323-1030-smeans,Mutton_Lane_Creek,41.94825267,-77.05431423,02050104,Tioga,0205010409,020501040908,Mutton_Lane_Creek-Tioga_River,Tioga,2021,3,23,Freestone,"6-Dframe_Composite,_200_subsample",59.7213,NA,14,9,8,0,5,13,15,2.6,1.43,83.1,0.5,9,13,13,10,12,13,18,9,7,7,15,13,139,5.4,<25_standardizations,51.38346089,39.63363354,37.36109288,14,8,13,2.602739726,0,83.10502283,219,11,3,6,0.733944954,1.350915333,9.633027523,218,11,7,9,5.155963303,1.350915333,19.72477064,218,20210323-1030-smeans_Watershed_,5.335113824,50.55322396,43.60930942,0.502352792,NA
20210323-1055-drebuck,Unnamed__Tributary_to_Penns_Creek,40.9007617,-77.54446384,02050301,Lower_Susquehanna-Penns,0205030102,020503010201,Elk_Creek,Centre,2021,3,23,Freestone,"6-Dframe_Composite,_200_subsample",81.6016,NA,28,18,16,5,8,26,29,2.93,2.45,67,3.8,17,19,19,17,20,17,19,16,18,19,18,20,219,0.6,<25_standardizations,67.31536245,61.65306965,69.96078944,28,16,26,2.933014354,0,66.98564593,209,25,9,12,1.124401914,2.409731765,18.18181818,209,25,13,18,3.559808612,2.409731765,54.54545455,209,20210323-1055-drebuck_Watershed,5.362462761,94.63753724,0,0,NA
20210323-1200-jagrassi,Long_Run,40.98463824,-79.6777354,05010006,Middle_Allegheny-Redbank,0501000611,050100061101,Sugar_Creek,Armstrong,2021,3,23,Freestone,"6-Dframe_Composite,_200_subsample",77.2568,NA,21,16,13,6,6,22,23,2.05,2.31,80.1,0,13,13,10,14,13,9,15,15,13,14,13,10,152,1.2,<25_standardizations,63.7977816,53.35065516,61.78204789,21,13,22,2.048543689,0,80.09708738,206,18,7,9,0.195121951,2.15856449,7.317073171,205,18,12,14,3.507317073,2.15856449,51.2195122,205,20210323-1200-jagrassi_Watershe,58.18366655,18.84107082,22.97526262,0,NA
20210323-1250-tdaley,Mahannon_Creek,40.63001045,-76.12469768,02040203,Schuylkill,0204020302,020402030207,Mahannon_Creek-Schuylkill_River,Schuylkill,2021,3,23,Freestone,"6-Dframe_Composite,_200_subsample",38.9428,NA,21,7,4,3,4,2,9,5.32,2.05,12.1,4,16,15,13,18,17,11,16,19,8,11,12,13,169,11,<25_standardizations,26.99556144,38.28121723,34.8274074,21,4,2,5.316582915,0,12.06030151,199,16,1,0,2.385786802,1.934364699,12.18274112,197,16,4,1,5.365482234,1.934364699,10.15228426,197,20210323-1250-tdaley_Watershed_,21.9283043,56.53257928,20.73641643,0.802699991,NA
20210323-1330-jagrassi,Fiddlers_Run,41.01504527,-79.47588173,05010006,Middle_Allegheny-Redbank,0501000605,050100060504,Lower_Redbank_Creek,Clarion,2021,3,23,Freestone,"6-Dframe_Composite,_200_subsample",70.0163,NA,19,14,11,5,6,19,20,2.8,2.33,71.3,0,16,13,15,16,16,16,14,16,16,17,15,15,185,5.5,<25_standardizations,56.43893714,52.58196046,58.90091092,19,11,19,2.8,0,71.30434783,230,18,4,3,0.326086957,2.296563803,27.39130435,230,18,10,11,3.856521739,2.296563803,51.73913043,230,20210323-1330-jagrassi_Watershe,6.337437947,60.00902585,33.61485397,0.038682226,NA
20210323-1345-tdaley,Mahonney_Creek,40.64590113,-76.13225421,02040203,Schuylkill,0204020302,020402030207,Mahannon_Creek-Schuylkill_River,Schuylkill,2021,3,23,Freestone,"6-Dframe_Composite,_200_subsample",34.012,NA,16,7,4,3,4,2,7,5.42,1.73,10.4,3.1,13,14,14,13,15,13,16,20,15,8,6,5,152,3.8,<25_standardizations,23.92973734,33.88150985,29.923998,16,4,2,5.421875,0,10.41666667,192,12,1,0,1.534391534,1.620227058,0.529100529,189,12,3,1,5.492063492,1.620227058,10.58201058,189,20210323-1345-tdaley_Watershed_,13.87913286,70.26765169,15.81688265,0.036332809,NA
20210323-1435-tdaley,Mahonney_Creek,40.65435903,-76.13560604,02040203,Schuylkill,0204020302,020402030207,Mahannon_Creek-Schuylkill_River,Schuylkill,2021,3,23,Freestone,"6-Dframe_Composite,_200_subsample",43.7438,NA,20,9,6,3,5,11,14,5.82,1.82,22.1,27.7,15,16,15,10,14,14,19,15,15,14,9,8,164,3.8,<25_standardizations,43.72696301,35.605237,35.30552902,20,6,11,5.820512821,1.818909269,22.05128205,195,14,1,3,1.804123711,1.612478712,0.515463918,194,14,4,4,5.917525773,1.612478712,26.28865979,194,20210323-1435-tdaley_Watershed_,8.548948404,77.10697534,14.34407626,0,NA
