STATIONID,STREAM_NAME,LAT,LONG,YEAR,MONTH,DAY,AREAsqmi,Regular_IBI,SPEAR_IBI,IBI_Adjusted_Abundance_,SIBI-AIBI,SIBI-RIBI,S_IBI_Total_Taxa_Richness,S_IBI_EPT_Taxa_Richness,S_IBI_Beck's_Index,S_IBI_Hilsenhoff_Biotic_Index,S_IBI_Shannon_Diversity_Index,S_IBI_Percent_Sensitive_Individuals,S_IBI_Total_Individuals_Sampled,A_IBI_Total_Taxa_Richness,A_IBI_EPT_Taxa_Richness,A_IBI_Beck's_Index,A_IBI_Hilsenhoff_Biotic_Index,A_IBI_Shannon_Diversity_Index,A_IBI_Percent_Sensitive_Individuals,A_IBI_Total_Individuals_Sampled,Impaired-0_Attaining-1,Urban,Forested,Agriculture,OpenWaterWetland_,INST_COVER,EPI_SUB,R_IBI_Total_Taxa_Richness,R_IBI_EPT_Taxa_Richness,R_IBI_Beck's_Index,R_IBI_Hilsenhoff_Biotic_Index,R_IBI_Shannon_Diversity_Index,R_IBI_Percent_Sensitive_Individuals,R_IBI_Total_Individuals_Sampled,EMBEDDED,VELO_DEPTH,CHAN_ALT,SED_DEP,FREQ_RIFF,CHAN_FLOW,COND_BANKS,BANK_VEG,GRAZING,RIP_VEG_ZO,HAB_TOTAL,DESIGNATED_USE,IBI_Impairment_Threshold,Impaired-0_Attaining-1
20210428-1005-rwhiteash,Unnamed__Tributary_to_Brush_Creek,39.86658972,-78.897556,2021,4,28,0.8,80.71922635,51.93675369,67.76215762,-15.82540393,-28.78247266,19,8,17,4.256038647,2.069648509,20.28985507,207,19,11,16,2.676328502,2.069648509,72.9468599,207,1,6.517205422,87.95620438,5.474452555,0.052137643,18,19,26,13,24,2.100961538,2.478317904,75.96153846,208,16,17,16,17,19,17,15,12,16,10,192,HQ-CWF,63,1
20210428-1105-dushull,Hillegas_Run,39.9116907,-78.81901605,2021,4,28,3.7,64.90983405,41.57952304,56.44367841,-14.86415537,-23.330311,12,5,8,4.175609756,2.009408911,20,205,12,8,11,3.170731707,2.009408911,64.87804878,205,1,5.050505051,72.43589744,22.49417249,0.019425019,15,15,13,8,14,1.731707317,2.033966119,92.68292683,205,15,14,19,15,17,14,10,16,17,15,182,HQ-CWF,63,1
20210428-1130-jlorson,Robinson_Fork,40.05208546,-80.44029024,2021,4,28,6,56.01404335,58.39749302,50.89839897,7.499094051,2.383449672,20,9,14,4.015306122,2.387271181,40.81632653,196,20,11,6,4.607142857,2.387271181,17.85714286,196,1,6.56207926,69.2091553,24.17022771,0.058537728,14,12,24,12,11,4.494897959,2.559245053,11.73469388,196,15,18,19,13,13,18,14,19,18,16,189,WWF,50,1
20210428-1145-tdaley,Bowers_Creek,41.0025947,-75.40995685,2021,4,28,1.3,90.69011504,62.3794251,71.70223818,-9.322813085,-28.31068995,22,11,14,3.726315789,2.717852947,34.21052632,190,22,13,22,3.215789474,2.717852947,49.47368421,190,1,1.019283747,98.31955923,0,0.661157025,19,18,31,18,33,2.689473684,2.941509936,66.31578947,190,14,17,18,12,16,18,19,20,18,16,205,EV,63,1
20210428-1300-jlorson,Beham_Run,40.00997702,-80.48527041,2021,4,28,1.7,52.05219435,46.88281844,51.58708955,-4.70427111,-5.16937591,17,6,8,3.829383886,1.91193021,28.90995261,211,17,11,11,4.587677725,1.91193021,31.7535545,211,1,7.311164942,78.06650518,14.62232988,0,16,14,18,11,15,4.706161137,1.918500325,23.69668246,211,16,13,8,13,19,19,16,19,16,8,177,WWF,50,1
20210428-1320-tdaley,Brodhead_Creek,40.99243581,-75.13722569,2021,4,28,258.1,31.862916,29.56842363,28.29276733,1.275656302,-2.294492368,13,2,2,5.117346939,1.138438148,2.551020408,196,13,3,1,6.086734694,1.138438148,5.612244898,196,0,22.18901373,68.93160216,3.646609118,5.232774992,15,13,14,5,2,5.984693878,1.151203516,5.102040816,196,14,13,18,13,13,15,11,13,14,15,167,TSF ,50,0
20210428-1410-jlorson,Unnamed__Tributary_to_Robinson_Fork,40.00252652,-80.4992879,2021,4,28,0.8,20.64617044,26.85460194,21.0531135,5.80148844,6.2084315,9,5,8,6.030456853,1.004926145,2.030456853,197,9,5,5,8.21319797,1.004926145,2.030456853,197,0,3.362474781,73.9071957,22.73032952,0,17,15,10,4,4,8.222772277,1.096050501,1.485148515,202,12,14,8,13,18,19,13,16,11,5,161,WWF,50,0
20210428-1440-tdaley,Brodhead_Creek,40.99713751,-75.14183041,2021,4,28,237.2,45.33568226,34.61414356,41.49555572,-6.881412156,-10.7215387,16,4,2,5.050761421,1.321398318,3.045685279,197,16,6,9,5.578680203,1.321398318,6.091370558,197,0,22.20166761,68.8849567,3.865653235,5.047722459,17,19,18,7,10,5.38071066,1.362099767,7.106598985,197,14,16,20,14,19,16,8,10,17,17,187,TSF ,50,0
20210428-1630-tdaley,Brodhead_Creek,40.99008336,-75.16304843,2021,4,28,236.6,62.04767984,40.74441153,49.7421852,-8.997773667,-21.30326831,17,5,5,4.917475728,1.621571655,3.883495146,206,17,8,9,5.199029126,1.621571655,17.96116505,206,1,22.04417795,69.02402923,3.873362487,5.058430335,18,19,24,12,13,4.879227053,1.786649446,16.42512077,207,15,16,13,15,18,18,16,17,17,15,197,TSF ,50,1
20210429-0840-rwhiteash,Isers_Run,39.85909529,-79.19477368,2021,4,29,6.7,94.36116599,57.74505684,75.60943144,-17.8643746,-36.61610915,25,10,14,4.655963303,2.693352989,17.88990826,218,25,14,25,2.967889908,2.693352989,48.62385321,218,1,2.512926577,94.29162358,0.299896587,2.895553257,20,19,36,18,43,2.422727273,3.046925604,65.90909091,220,19,19,18,17,20,19,18,17,19,20,225,EV,63,1
20210429-1100-jadetweile,Long_Run,39.85793883,-80.40464332,2021,4,29,2.4,62.10691527,54.00425767,56.23469039,-2.230432725,-8.102657605,20,6,12,1.040609137,2.407471928,28.42639594,197,20,12,13,4.710659898,2.407471928,25.38071066,197,1,5.923815237,84.52309538,9.553089382,0,14,19,24,14,14,4.395939086,2.615538214,24.36548223,197,14,10,12,16,20,19,11,11,9,9,164,WWF,50,1
20210430-1245-tdaley,Sand_Hill_Creek,41.08464254,-75.00929063,2021,4,30,2.8,86.03576175,52.85747459,69.27574025,-16.41826566,-33.17828716,20,8,14,4.284974093,2.397303737,19.68911917,193,20,11,17,2.642487047,2.397303737,65.80310881,193,1,31.27512628,55.04587156,1.04112978,12.63787238,13,15,25,14,35,2.046391753,2.468565101,76.28865979,194,15,11,16,11,16,13,15,18,15,14,172,HQ-CWF,63,1
20210503-1000-drebuck,Unnamed__Tributary_to_Mill_Race,40.93831464,-77.17430629,2021,5,3,3.8,88.17003907,62.02487598,68.04126459,-6.016388613,-26.14516309,20,11,17,3.429245283,2.380475337,37.73584906,212,20,13,20,3.353773585,2.380475337,51.88679245,212,1,2.426527456,96.95475638,0.618716164,0,20,20,27,18,33,2.546728972,2.54857513,71.4953271,214,19,20,18,19,20,16,20,20,18,20,230,TSF ,50,1
20210503-1225-drebuck,Unnamed__Tributary_to_Mill_Race,40.92366327,-77.12995089,2021,5,3,5.9,50.96525731,36.8535227,41.35209926,-4.498576556,-14.11173461,16,4,5,4.748815166,1.866528473,7.109004739,211,16,7,9,5.421800948,1.866528473,14.69194313,211,1,4.082998661,83.39418279,12.17597663,0.346841913,16,17,24,9,11,5.148837209,2.158285445,18.13953488,215,14,16,16,15,16,14,13,17,14,14,182,TSF ,50,1
20210504-0900-jadetweile,Ninemile_Run,40.42623691,-79.90578583,2021,5,4,6,10.09150816,16.88577124,10.09150816,6.794263085,6.794263085,5,2,0,6.262135922,0.812190353,0.970873786,206,5,0,0,8.621359223,0.812190353,0,206,0,18.96551724,79.65517241,1.379310345,0,17,17,5,0,0,8.621359223,0.812190353,0,206,14,17,15,15,18,15,13,11,19,12,183,TSF ,50,0
20210504-1000-jadetweile,Ninemile_Run,40.42716227,-79.90039915,2021,5,4,6,10.65076611,15.97698346,10.65076611,5.326217355,5.326217355,4,1,0,5.995260664,0.784059362,1.421800948,211,4,0,0,8.023696682,0.784059362,0,211,0,95.56307749,4.199066874,0.23785564,0,12,18,4,0,0,8.023696682,0.784059362,0,211,17,18,16,13,20,19,16,16,19,17,201,TSF ,50,0
20210504-1305-tdaley,Pond_Eddy_Creek,41.42874156,-74.82520526,2021,5,4,6.8,89.59516868,49.92515752,72.38646223,-22.46130471,-39.67001116,22,10,11,4.951219512,2.282709635,7.804878049,205,22,13,25,3.112195122,2.282709635,58.04878049,205,1,0.607564174,92.34975444,0,7.042681383,18,19,30,17,42,2.574879227,2.529749094,65.2173913,207,18,16,20,18,20,19,18,19,19,19,223,HQ-CWF,63,1
20210505-0713-twertz,Unnamed__Tributary_to_Laurel_Creek,40.72564878,-77.65086974,2021,5,5,1.8,90.54244633,56.95080067,70.16274756,-13.21194688,-33.59164566,19,9,14,3.96,2.555349653,30.5,200,19,12,19,2.71,2.555349653,60,200,1,5.090223539,94.90977646,0,0,18,20,27,16,33,1.990049751,2.701845562,82.08955224,201,20,19,20,20,20,19,20,20,20,18,234,HQ-CWF,63,1
20210505-0757-mshank,Lingle_Creek,40.70811858,-77.66275305,2021,5,5,3.4,86.81961307,53.74013799,70.53320586,-16.79306787,-33.07947508,23,11,11,4.962616822,2.367345208,17.75700935,214,23,14,25,3.705607477,2.367345208,45.3271028,214,1,3.47379848,96.44725155,0,0.078949965,20,19,29,17,34,2.943925234,2.659346766,62.61682243,214,18,19,20,19,19,20,19,20,20,18,231,HQ-CWF,63,1
20210505-0833-twertz,Tea_Creek,40.69499429,-77.62577918,2021,5,5,2.6,82.80246967,58.00492419,72.41329994,-14.40837575,-24.79754548,21,10,20,3.97044335,2.163140094,24.63054187,203,21,13,18,2.63546798,2.163140094,74.87684729,203,1,6.381525007,93.16753211,0.423613009,0.027329872,17,15,25,14,30,2.151960784,2.238163162,78.92156863,204,11,16,16,13,15,18,16,15,15,13,180,HQ-CWF,63,1
20210505-1014-mshank,Unnamed__Tributary_to_Honey_Creek,40.69306236,-77.55808332,2021,5,5,1.7,57.57946,49.51961465,47.14839369,2.371220962,-8.059845348,19,7,4,4.167487685,2.305557996,33.49753695,203,19,7,8,4.709359606,2.305557996,18.22660099,203,0,20.03606492,2.925265478,76.95852535,0.08014426,15,16,23,10,16,4.226600985,2.424894871,21.18226601,203,19,18,15,17,15,18,18,13,14,13,191,HQ-CWF,63,0
20210506-0930-jadetweile,Pigeon_Creek,40.13879589,-79.98751145,2021,5,6,41.1,13.96885395,19.73407719,14.26850411,5.465573083,5.765223243,9,2,0,6.340909091,0.98416354,0.909090909,220,9,1,0,8.486363636,0.98416354,0,220,0,16.16950216,43.98274123,39.13231442,0.715442192,16,20,10,0,0,8.495454545,0.999809139,0,220,17,17,14,11,20,17,16,16,10,11,185,WWF,50,0
20210506-1000-jadetweile,Pigeon_Creek,40.13896813,-79.98887669,2021,5,6,40.7,27.90721706,35.79442384,29.76953713,6.024886714,7.887206784,15,5,10,4.83248731,1.274200165,7.106598985,197,15,5,2,5.959390863,1.274200165,6.091370558,197,0,16.26639516,43.73839612,39.2730944,0.722114323,13,16,15,4,1,6.030456853,1.274200165,4.060913706,197,16,16,15,13,13,15,11,15,13,15,171,WWF,50,0
20210506-1325-tdaley,Unnamed__Tributary_to_Delaware_River,41.15530862,-74.91758904,2021,5,6,3.5,92.06538975,54.64755817,71.20153129,-16.55397312,-37.41783158,22,9,14,4.542713568,2.508615135,18.59296482,199,22,12,19,2.934673367,2.508615135,61.30653266,199,1,13.18518519,80.16666667,0.462962963,6.185185185,19,18,30,16,38,2.134328358,2.781880047,70.14925373,201,18,20,20,18,20,19,16,18,19,19,224,HQ-CWF,63,1
20210506-1655-tdaley,Conashaugh_Creek,41.27010013,-74.84711016,2021,5,6,1.8,81.31960132,46.64478639,69.4528557,-22.80806931,-34.67481492,16,8,14,4.438423645,1.998236638,11.8226601,203,16,11,20,2.236453202,1.998236638,77.83251232,203,1,6.572608396,91.91328286,0.395732966,1.118375774,17,16,19,14,33,1.60591133,2.05566328,82.75862069,203,16,15,20,16,19,18,15,18,18,17,205,HQ-CWF,63,1
20210510-1305-drebuck,Unnamed__Tributary_to_Penns_Creek,40.85327563,-77.44782978,2021,5,10,0.8,87.2416145,59.84959807,73.17846104,-13.32886297,-27.39201643,21,11,17,3.945454545,2.441324532,27.72727273,220,21,13,20,2.4,2.441324532,63.63636364,220,1,0.042052145,99.87384357,0,0.084104289,16,18,27,16,29,1.800904977,2.545428117,77.8280543,221,18,15,19,17,18,14,18,19,19,19,210,HQ-CWF,63,1
20210511-0840-ebendick,Jones_Mill_Run,40.0040136,-79.24174688,2021,5,11,4.8,86.52324543,53.20142109,65.3820514,-12.18063031,-33.32182435,23,10,14,4.842592593,2.366580138,11.57407407,216,23,13,20,4.009259259,2.366580138,37.96296296,216,1,8.407337313,91.54170913,0.00727908,0.04367448,18,19,31,20,37,3.294930876,2.747678221,41.47465438,217,16,17,16,16,18,19,17,17,18,17,208,EV,63,1
20210511-0915-jadetweile,Plum_Creek,40.51628685,-79.82029401,2021,5,11,19.1,20.14608954,24.51664096,18.87194775,5.644693209,4.370551419,9,5,0,5.679347826,1.02197895,3.804347826,184,9,2,3,7.472826087,1.02197895,0.543478261,184,0,46.1700606,45.4247751,8.388225995,0.016938307,15,15,10,2,4,7.443243243,1.050063649,1.081081081,185,16,17,12,16,19,20,14,10,8,11,173,WWF,50,0
20210511-1100-smeans,Unnamed__Tributary_to_Norris_Brook,41.82741962,-77.36249469,2021,5,11,1.2,91.69444691,62.57928935,74.43493445,-11.8556451,-29.11515756,21,10,14,3.194029851,2.444026752,44.7761194,201,21,13,19,2.064676617,2.444026752,68.65671642,201,1,4.023552502,95.42034675,0.130847236,0.425253517,16,15,27,16,39,1.621890547,2.555285953,80.09950249,201,17,17,19,14,19,18,14,12,20,20,201,TSF ,50,1
20210511-1230-smeans,Norris_Brook,41.82444071,-77.3414213,2021,5,11,5.8,84.54965561,59.64006255,66.65613954,-7.016076988,-24.90959306,21,9,17,3.629107981,2.436897758,32.3943662,213,12,7,12,2.276699029,1.691776704,73.78640777,206,1,4.259659227,81.44948404,13.88288937,0.407967363,18,14,28,17,31,2.873239437,2.626851905,60.56338028,213,18,17,12,14,18,19,12,12,18,13,185,TSF ,50,1
20210512-0900-jadetweile,Little_Plum_Creek,40.50477015,-79.75955534,2021,5,12,3.9,28.54844681,38.00251223,27.91677872,10.08573351,9.454065423,13,5,7,4.854545455,1.70054081,17.72727273,220,13,2,4,6.445454545,1.70054081,3.181818182,220,0,31.07395966,58.59531165,10.27621297,0.054515719,10,18,13,2,3,6.404545455,1.70054081,8.181818182,220,11,14,9,13,15,18,13,17,10,11,159,WWF,50,0
20210512-0930-jadetweile,Unnamed__Tributary_to_Little_Plum_Creek,40.50401125,-79.76016778,2021,5,12,2.7,24.82886199,29.42096054,22.66300496,6.757955575,4.592098545,11,4,2,5.03125,1.308385738,8.333333333,192,11,1,0,5.8125,1.308385738,0,192,0,47.14623882,32.50920568,20.3445555,0,16,17,13,2,0,5.786458333,1.347003535,0,192,14,18,10,14,17,20,10,10,5,6,157,WWF,50,0
20210512-1115-jadetweile,Bodies_Run,40.51077434,-79.78832664,2021,5,12,2.3,32.3657654,38.3109618,32.86144733,5.449514471,5.945196401,11,5,7,4.462962963,1.589566814,23.61111111,216,11,3,7,5.861111111,1.589566814,19.44444444,216,0,0,100,0,0,18,19,11,3,6,5.888888889,1.589566814,19.44444444,216,13,18,13,12,20,13,8,9,15,15,173,WWF,50,0
20210513-0955-drebuck,Pine_Creek,40.88203288,-77.41878378,2021,5,13,33.8,49.73997144,35.02071511,39.7723708,-4.751655685,-14.71925633,14,5,5,4.559090909,1.686993257,1.818181818,220,14,8,9,5.340909091,1.686993257,11.81818182,220,0,4.592209433,73.77643087,20.80511737,0.826242325,15,16,19,11,13,5.05,1.908879217,17.72727273,220,15,14,15,16,8,8,15,15,14,11,162,EV,63,0
20210513-1420-drebuck,Pine_Creek,40.89473099,-77.37535965,2021,5,13,22.8,61.55593806,36.43558148,48.19929114,-11.76370966,-25.12035658,17,4,5,5.546341463,2.064900855,4.87804878,205,17,8,10,4.609756098,2.064900855,25.85365854,205,0,4.139752928,85.9880587,8.72539588,1.146792493,14,14,27,11,15,4.247572816,2.325271316,32.03883495,206,18,13,16,17,11,10,14,16,15,12,170,EV,63,0
20210514-1115-tdaley,Sawkill_Creek,41.34652463,-74.83685204,2021,5,14,14.4,84.05913267,53.29820523,63.62929228,-10.33108705,-30.76092744,23,9,9,4.502512563,2.586554601,17.5879397,199,23,12,13,3.924623116,2.586554601,41.70854271,199,1,8.767329442,80.42685151,0.23941992,10.56639912,18,19,35,17,25,3.435,2.993994924,48.5,200,18,16,20,18,20,19,18,19,19,19,223,EV,63,1
20210514-1210-tdaley,Dimmick_Meadow_Brook,41.34668473,-74.83679808,2021,5,14,2.6,90.31469281,62.90240963,69.67118952,-6.768779887,-27.41228318,21,10,20,3.791044776,2.527855304,36.8159204,201,21,14,21,3.373134328,2.527855304,46.76616915,201,1,2.112585341,89.6560608,0.077289708,8.15406415,18,18,30,19,39,2.900497512,2.737882805,57.21393035,201,18,16,20,18,20,18,15,17,19,18,215,EV,63,1
20210517-1000-jagrassi,Unnamed__Tributary_to_Deer_Creek,41.2110403,-79.45238315,2021,5,17,1,62.15729803,56.89204998,58.63670137,-1.744651394,-5.26524805,10,7,11,1.358851675,1.294430163,88.03827751,209,10,7,15,1.894736842,1.294430163,91.38755981,209,1,19.23566879,73.78980892,6.910828025,0.063694268,16,12,12,8,20,2.511627907,1.415936391,88.8372093,215,14,15,20,15,14,14,18,20,20,20,198,CWF,50,1
20210517-1110-drebuck,Oswayo_Creek,41.92030021,-78.02139502,2021,5,17,24.3,61.93847907,44.96354026,48.85140149,-3.887861234,-16.97493881,21,7,5,4.776699029,2.245846995,11.16504854,206,21,8,10,5.077669903,2.245846995,18.44660194,206,0,3.180069451,88.15434936,8.131006758,0.53457443,17,18,29,12,15,4.748815166,2.590332446,21.80094787,211,16,17,18,17,18,19,16,15,12,13,196,HQ-CWF,63,0
20210517-1230-jagrassi,Unnamed__Tributary_to_Deer_Creek,41.22985115,-79.45349463,2021,5,17,1.1,75.89795522,60.13317856,67.78144895,-7.648270387,-15.76477666,15,9,14,2.408450704,1.867536873,61.03286385,213,15,11,20,2.262910798,1.867536873,76.05633803,213,1,35.84207279,58.94509562,5.212831585,0,15,13,19,13,29,2.635514019,2.062853628,76.1682243,214,12,16,17,12,14,15,8,18,18,18,176,CWF,50,1
20210517-1240-drebuck,Oswayo_Creek,41.92066854,-78.01534568,2021,5,17,19.2,77.66069718,53.24811919,62.70943599,-9.461316803,-24.41257799,21,10,11,4.3125,2.360173327,18.26923077,208,21,13,19,4.173076923,2.360173327,33.65384615,208,1,2.843403341,88.40233884,8.293411538,0.460846281,15,15,28,18,27,3.677884615,2.643326446,37.98076923,208,15,16,14,13,15,18,16,15,14,11,177,HQ-CWF,63,1
20210517-1430-drebuck,Oswayo_Creek,41.92231117,-78.00918596,2021,5,17,19.2,77.48732177,47.88680889,54.16053775,-6.273728862,-29.60051288,18,6,14,4.526066351,2.369125081,11.84834123,211,18,10,13,4.559241706,2.369125081,28.43601896,211,1,2.849887649,88.39218838,8.317652862,0.440271105,17,16,29,16,28,3.636792453,2.698600945,39.1509434,212,16,18,16,16,15,18,12,17,17,16,194,HQ-CWF,63,1
20210518-0930-jagrassi,Unnamed__Tributary_to_Deer_Creek,41.2646672,-79.47309196,2021,5,18,0.2,51.56447936,47.79009502,50.78714798,-2.997052966,-3.774384348,8,5,5,1.227906977,0.658499603,95.34883721,215,8,5,12,1.925581395,0.658499603,96.74418605,215,1,0.753012048,77.86144578,21.38554217,0,16,14,10,6,12,2.797235023,0.775419584,95.85253456,217,13,14,17,14,14,14,15,17,17,18,183,CWF,50,1
20210518-0945-jadetweile,Little_Plum_Creek,40.50299542,-79.71833161,2021,5,18,1,41.464741,45.43307377,40.53468063,4.898393136,3.968332766,18,5,13,4.072164948,1.507589088,26.80412371,194,18,5,7,4.927835052,1.507589088,24.22680412,194,0,28.33448514,57.25639254,14.40912232,0,11,18,21,5,6,5.103092784,1.561701899,23.71134021,194,11,11,10,14,18,17,10,13,10,10,153,WWF,50,0
20210518-1030-jagrassi,Unnamed__Tributary_to_Deer_Creek,41.25566779,-79.47012948,2021,5,18,0.6,79.9427783,63.8675956,74.25832166,-10.39072606,-16.0751827,21,9,14,2.843902439,2.408028282,53.17073171,205,21,13,23,2.726829268,2.408028282,66.82926829,205,1,15.19910264,42.84913068,41.95176669,0,14,13,26,14,29,3.090909091,2.552114455,64.59330144,209,12,14,14,12,15,15,14,16,16,16,171,CWF,50,1
20210518-1045-jadetweile,Plum_Creek,40.48451843,-79.77100936,2021,5,18,2.4,22.21938066,25.37839552,21.56504225,3.81335327,3.15901486,11,2,2,5.39,1.171991366,4.5,200,11,1,0,5.96,1.171991366,0,200,0,58.66500829,36.25621891,5.078772803,0,15,16,12,1,0,5.955,1.178922838,0.5,200,10,15,12,5,15,10,13,15,10,7,143,WWF,50,0
20210519-0732-dushull,Toms_Run,40.03390223,-77.30413921,2021,5,19,3.9,88.25117576,53.58496277,64.1272146,-10.54225182,-34.66621299,22,11,11,4.894230769,2.402202858,17.78846154,208,22,12,25,4.240384615,2.402202858,28.84615385,208,1,3.706469984,96.0694613,0,0.224068714,15,16,32,18,36,3.355769231,2.802313096,53.36538462,208,12,16,15,15,16,17,17,17,17,16,189,HQ-CWF,63,1
20210519-0906-dushull,Birch_Run,39.9512357,-77.44319131,2021,5,19,3.5,62.5629957,49.73028927,56.90495523,-7.174665959,-12.83270643,14,8,8,3.933649289,1.995252096,40.75829384,211,14,9,15,3.227488152,1.995252096,49.76303318,211,0,5.200233281,94.55676516,0.165241058,0.077760498,19,20,18,9,16,3.103773585,2.301011525,55.66037736,212,18,18,20,20,20,19,20,20,18,18,230,HQ-CWF,63,0
20210519-0915-jadetweile,Unnamed__Tributary_to_Plum_Creek,40.51094711,-79.82851576,2021,5,19,1,38.88556013,41.8744059,38.90047535,2.973930546,2.988845766,13,6,7,4.475,1.868276652,24,200,13,5,13,5.96,1.868276652,15.5,200,0,45.435319,53.47197744,1.09270356,0,18,19,14,5,12,6.054726368,1.890329073,15.42288557,201,17,18,10,10,19,15,12,11,6,6,161,WWF,50,0
20210519-1008-dushull,Knob_Run,39.95129114,-77.44425681,2021,5,19,1.2,61.67107617,52.11937761,57.7484563,-5.629078692,-9.551698562,12,6,5,2.582524272,1.691776704,68.44660194,206,12,7,12,2.276699029,1.691776704,73.78640777,206,0,0.059136606,99.94086339,0,0,20,20,16,7,15,2.471153846,1.771124832,76.44230769,208,16,20,20,20,20,20,18,20,18,20,232,HQ-CWF,63,0
20210519-1030-jagrassi,Neshannock_Creek,40.99659249,-80.34634083,2021,5,19,270,62.9905331,39.53038569,52.66800816,-13.13762247,-23.46014741,14,4,3,5.200980392,2.138707194,6.37254902,204,14,7,1,4.12254902,2.138707194,42.15686275,204,1,12.15486508,44.91536477,39.69682038,3.23294977,13,17,19,11,4,3.901960784,2.505214539,36.2745098,204,9,13,12,15,17,17,15,14,14,13,169,TSF ,50,1
20210519-1200-jagrassi,Hottenbaugh_Run,41.03934355,-80.29108606,2021,5,19,13.1,60.48056021,41.47022551,54.23505112,-12.76482561,-19.0103347,17,6,5,4.705627706,2.012901259,14.28571429,231,17,8,11,3.744588745,2.012901259,46.75324675,231,1,9.17092561,28.44974446,59.51164111,2.867688813,16,16,21,9,15,3.394957983,2.181186896,46.21848739,238,15,17,15,16,17,16,16,15,14,14,187,TSF ,50,1
20210520-0900-jagrassi,Little_Neshannock_Creek,41.08721648,-80.3172215,2021,5,20,50.6,59.28084681,45.5759748,50.29094132,-4.714966519,-13.70487201,17,4,3,4.678571429,2.172794098,18.30357143,224,17,6,3,4.558035714,2.172794098,27.67857143,224,1,11.40585037,40.30062473,44.59755978,3.695965116,16,14,23,9,6,4.524444444,2.436743586,22.66666667,225,15,15,17,16,16,16,16,16,15,15,187,TSF ,50,1
20210520-0930-jagrassi,Neshannock_Creek,41.08566336,-80.31122334,2021,5,20,187.5,70.97102158,44.1400046,54.20712371,-10.06711912,-26.83101698,15,6,6,5.343096234,1.973167157,10.46025105,239,15,6,4,3.870292887,1.973167157,42.67782427,239,1,10.67233071,46.89432608,39.10143687,3.331906346,17,17,21,11,12,3.6375,2.381578109,40,240,14,17,16,16,15,17,16,14,15,14,188,TSF ,50,1
20210520-1015-drebuck,Pine_Creek,40.86201218,-77.45966217,2021,5,20,92.2,92.37036818,44.1400046,54.20712371,-10.06711912,-48.23036358,15,6,6,5.343096234,1.973167157,10.46025105,239,15,6,4,3.870292887,1.973167157,42.67782427,239,1,5.409693851,65.85575633,28.0991184,0.635431419,17,16,38,18,30,3.678899083,2.954124337,42.20183486,218,14,16,18,15,13,18,15,16,15,14,187,EV,63,1
20210520-1030-jagrassi,West_Branch_Little_Neshannock_Creek,41.13586232,-80.31976823,2021,5,20,17.3,56.52700314,45.85302268,52.98087863,-7.127855952,-10.67398046,20,7,6,4.878661088,2.214789128,17.9916318,239,20,10,6,4.29707113,2.214789128,34.72803347,239,1,9.418837675,41.31758663,47.02609102,2.237484678,14,14,24,11,9,4.329166667,2.328076166,28.33333333,240,15,14,16,13,16,14,16,16,16,16,180,TSF ,50,1
20210520-1100-jadetweile,Turtle_Creek,40.41231168,-79.72745807,2021,5,20,41.8,15.33043235,19.07542651,13.67706624,5.398360268,3.744994158,7,1,0,5.98974359,1.10192908,0,195,7,0,0,8.18974359,1.10192908,0,195,0,39.26216117,51.72570119,8.980489098,0.031648547,12,13,8,1,0,8.169230769,1.123862851,0.512820513,195,12,18,11,10,15,15,13,13,10,9,151,TSF ,50,0
20210520-1200-jadetweile,Turtle_Creek,40.41040451,-79.72360854,2021,5,20,41.8,12.13398402,17.35567314,11.58453164,5.771141496,5.221689116,6,1,0,6.195348837,0.965992974,0,215,6,0,0,8.576744186,0.965992974,0,215,0,39.61077695,51.62466239,8.733906646,0.030654007,11,13,6,0,1,8.56744186,0.965992974,0.465116279,215,14,16,13,11,18,15,12,14,16,16,169,TSF ,50,0
20210520-1230-jagrassi,Potter_Run,41.10790596,-80.26256374,2021,5,20,5.6,58.46170902,46.63761989,50.49798634,-3.860366449,-11.82408913,17,8,11,4.264069264,2.005930522,13.85281385,231,17,10,11,4.61038961,2.005930522,28.13852814,231,1,7.775178527,45.11204137,46.57104162,0.541738488,17,14,21,12,17,4.373390558,2.110646592,30.472103,233,14,16,17,12,16,14,14,17,18,18,187,TSF ,50,1
20210520-1300-drebuck,Penns_Creek,40.85067304,-77.45621,2021,5,20,183.8,85.41816209,49.54240455,63.20348888,-13.66108433,-35.87575754,20,5,5,4.792792793,2.293730028,15.76576577,222,20,9,12,4.5,2.293730028,29.72972973,222,1,6.646684555,62.62868207,29.88341497,0.841218401,17,17,30,15,21,4.178571429,2.781513408,30.35714286,224,13,18,17,15,16,18,14,17,17,15,194,HQ-CWF,63,1
20210524-0604-mshank,Cherry_Run,40.86904035,-77.33749545,2021,5,24,2.8,86.30689424,59.57790087,68.92838063,-9.350479766,-26.72899337,22,10,17,4.308823529,2.562872323,28.43137255,204,22,13,23,3.637254902,2.562872323,42.15686275,204,1,4.340168575,95.63467103,0.025160398,0,18,19,28,16,35,2.906862745,2.815429788,59.80392157,204,18,17,20,19,18,19,19,20,20,18,225,EV,63,1
